,ML_RidgeAlpha,EqualWeight_All,BM_KODEX200
2019-02-28,0.026845567880267686,0.0033279399979156206,-0.007579461200212689
2019-03-31,0.01940061753746879,0.007437403706220142,-0.02187142608886672
2019-04-30,0.0419294887896687,0.05173849185737065,0.028087592785728255
2019-05-31,-0.03348313717197877,-0.053638273238441066,-0.07474992140471315
2019-06-30,0.028244748787846767,0.04588554952490773,0.055187019141629046
2019-07-31,0.011042958288717344,0.010890270220723208,-0.03919691051972163
2019-08-31,0.01462925616155942,0.005578303422382658,-0.02980849637321281
2019-09-30,0.01632401018919511,0.022058122152285396,0.06009648704191983
2019-10-31,-0.014548816207693546,0.02012665756367242,0.01092743426381837
2019-11-30,5.922329792991529e-06,0.02234851693150969,0.0014461209216252158
2019-12-31,0.05399309923185775,0.0419646714643423,0.07509026312043021
2020-01-31,0.01066624473713645,0.02933846929878352,-0.029095446175189443
2020-02-29,-0.02759610351640248,-0.03831442540673037,-0.05802881534208293
2020-03-31,-0.09003741671532942,-0.08715895408330232,-0.11419635054350163
2020-04-30,0.08928243556833672,0.11698277250817414,0.08990720078504277
2020-05-31,0.04696243657878457,0.06124820765290708,0.03698678155358759
2020-06-30,0.12589033583038298,0.04476390227116273,0.048365994562522996
2020-07-31,0.1250459133229513,0.08570385143565638,0.06820936510074183
2020-08-31,0.07212317743344027,0.08424206020459558,0.027230456645032985
2020-09-30,-0.013259888973077944,-0.03943374824983478,0.011058572983892345
2020-10-31,-0.019997881225865308,-0.03704536420886149,-0.028851885020033885
2020-11-30,0.09449316776526799,0.1154953865017545,0.15079618292472352
2020-12-31,0.05991351514797072,0.04996036713383926,0.13882100749188142
2021-01-31,-0.03754471152601617,0.03479449803690421,0.042353652283312115
2021-02-28,0.03858692421988189,0.011658951772567785,0.014103429677418289
2021-03-31,0.006170556557419323,0.0352671762582629,0.011509239026276319
2021-04-30,-0.0026368534130272892,0.02555109468591909,0.018326341424214743
2021-05-31,0.0681896568594761,0.024999156106432992,0.010994460723092958
2021-06-30,0.07861374571848144,0.047891451102579176,0.02654351279850231
2021-07-31,0.003051330169499813,0.010485710086655955,-0.030882659184445216
2021-08-31,0.015992065258028855,0.026074429398089873,-0.011768803219910917
2021-09-30,-0.036360177697236866,-0.027443215761639137,-0.04263428818822668
2021-10-31,-0.033551446089573236,0.028375741198272682,-0.03200898163680488
2021-11-30,-0.043828757908536006,0.002304004316366459,-0.03593045918180582
2021-12-31,0.03461164909653483,0.037754992669968936,0.06518815490291319
2022-01-31,-0.08885286143865198,-0.061436039309145894,-0.08930091488266978
2022-02-28,0.03222808606157361,-0.007348342386579573,0.009793162706753566
2022-03-31,0.031909005959591875,0.04384158175089846,0.012976567151980811
2022-04-30,0.009298436670635344,-0.029808158770451693,-0.02851795455601136
2022-05-31,-0.019721960105781308,-0.013204228507635613,-0.001971259826638261
2022-06-30,-0.03640490851320294,-0.05010083591343524,-0.12880924345622713
2022-07-31,0.06701068780577973,0.07130633151398151,0.0489069260244408
2022-08-31,0.015736387186609233,0.008267744278090601,-0.004786341286870388
2022-09-30,-0.03279152129561314,-0.0717956497694359,-0.12271169921523062
2022-10-31,0.012265895585175279,0.040014845952610324,0.06656358720116007
2022-11-30,-0.00437793493312095,0.022028280332063645,0.07041554712403109
2022-12-31,-0.06127351262063728,-0.0944379266875426,-0.0773187308876534
2023-01-31,0.03738153364498407,0.09172968031187548,0.08895653150528049
2023-02-28,0.07255213384429068,0.04083949496881807,-0.007774760116024182
2023-03-31,0.016039936029201434,0.038380507971096815,0.024604216601465945
2023-04-30,0.017349127575230636,0.03533497663134242,0.011697908512773969
2023-05-31,0.01041036534969727,0.04199271762957619,0.041225915803456026
2023-06-30,0.019798105113711842,0.04118631481852165,-0.00029437283939337533
2023-07-31,0.014692861481383006,0.0076748300460964605,0.015312137707567786
2023-08-31,0.007943280228162718,0.008591019581054604,-0.02624717158562262
2023-09-30,-0.03581935329058358,-0.03270337174620127,-0.020848708849351416
2023-10-31,-0.04567564702219549,-0.043347736880415454,-0.06436368032055606
2023-11-30,0.056253682050633795,0.07224777622178573,0.10746897393499766
2023-12-31,0.043171122728662,0.05184808513700572,0.0652335833203912
2024-01-31,-0.05843848196320139,0.01672183375741956,-0.06208541998908812
2024-02-29,0.04458674894385974,0.07167303274840259,0.05926686873268916
2024-03-31,0.04283692567245274,0.04695496809619454,0.059020591044793846
2024-04-30,-0.003131824474956974,-0.003641335603065022,-0.022505919401174634
2024-05-31,-0.005778565740123923,0.014197121265309249,-0.017462578650827565
2024-06-30,0.027680920180273558,0.052006166931104804,0.07039722103488
2024-07-31,-0.005482724743293619,0.017018110986185237,-0.006984625006941636
2024-08-31,-0.032839855706698264,-0.009217371380697751,-0.04786884732923524
2024-09-30,-0.004945885158864622,-0.004092665292447457,-0.04352618719340462
2024-10-31,-0.0005664360083080912,0.019565633696486305,-0.014911389513284301
2024-11-30,-0.0460707393888779,0.029907067319744417,-0.042394027598775974
2024-12-31,0.00895408195452699,0.027495889487585277,-0.01776955951023962
2025-01-31,0.06922567620078854,0.039321232352618196,0.046617993032896266
2025-02-28,0.022708634804919175,0.004094630292901959,0.010016409422912265
2025-03-31,-0.02623162354851414,-0.03179991446208963,0.002516201357262604
2025-04-30,-0.00933677650213744,0.009815288428274714,0.01479663551622834
2025-05-31,0.01852307044093081,0.031194221083470086,0.06497711936258077
2025-06-30,0.04839884702388844,0.07687444281194668,0.15384628006149725
2025-07-31,0.045014599045241535,0.07089190589780048,0.057603999874861644
2025-08-31,0.0021194519628077516,-0.0011801128507770223,-0.016505443370339545
2025-09-30,0.04166763244922242,0.06234791126761169,0.10266207381053039
2025-10-31,0.06425733314267672,0.1272737230511958,0.2236213086694132
2025-11-30,0.01637451438207316,-0.00502643963007933,-0.04290994843832219
2025-12-31,-0.008303913841893669,0.004293925698207965,0.09424983344987203
2026-01-31,0.0868222001425546,0.10256670306288734,0.27081484724657745
2026-02-28,0.01965954848421643,0.054804483864413306,0.21751499688109543
2026-03-31,0.013650548780900336,-0.06242192618283049,-0.19857625503147325
2026-04-30,0.05470251725616952,0.13595877359024974,0.33036518502690004
2026-05-31,0.04857398399572941,0.07141470167147128,0.34943196036234414
